Date,Commodity,State,District,Market,Minimum Price,Maximum Price,Modal Price,Temperature,Rainfall,Humidity
2023-01-06,Apple,Karnataka,Mysore,Mysore Main Market,128,163,148,25.964909591977808,10.62638829198773,52.87288950309879
2023-01-06,Banana,Telangana,Hyderabad,Hyderabad Main Market,37,43,40,17.96367983770105,9.013550138269792,65.614706293241
2023-01-06,Mango,Tamil Nadu,Chennai,Chennai Main Market,62,80,70,19.334620419910838,12.20241505477717,63.20268662209398
2023-01-06,Onion,Tamil Nadu,Madurai,Madurai Main Market,31,39,35,20.672335578976398,15.314654995732305,66.97530609304674
2023-01-06,Brinjal,Telangana,Medchal,Medchal Main Market,28,31,30,26.234688879166985,15.108390267190186,49.46483475059794
2023-01-06,Onion,Maharashtra,Nashik,Nashik Main Market,22,29,26,15.32211782277374,15.074600508644124,57.05088380823909
2023-01-06,Carrot,Maharashtra,Pune,Pune Main Market,32,38,35,24.43923013635817,0.7070294617090145,42.4962033192692
2023-01-07,Carrot,Karnataka,Mangalore,Mangalore Main Market,36,47,43,25.37325970420246,13.595914210766882,54.85600169022315
2023-01-07,Potato,Tamil Nadu,Tiruchirappalli,Tiruchirappalli Main Market,20,25,23,17.937836668823888,18.881124220046786,56.06366239557181
2023-01-07,Onion,Karnataka,Mangalore,Mangalore Main Market,28,33,31,16.63900241457249,10.54708043934745,44.645639184285024
2023-01-08,Potato,Maharashtra,Aurangabad,Aurangabad Main Market,21,28,25,23.150127421171533,12.258150831273344,65.7579917265101
2023-01-08,Potato,Telangana,Medchal,Medchal Main Market,19,25,23,27.108654851152224,17.856628383372062,65.37704220807608
2023-01-08,Tomato,Telangana,Hyderabad,Hyderabad Main Market,24,29,26,21.258635849892684,18.377305123231256,69.32361360480101
2023-01-08,Apple,Telangana,Hyderabad,Hyderabad Main Market,113,131,123,25.94588367447928,17.0948075413364,40.03067662246134
2023-01-08,Apple,Telangana,Medchal,Medchal Main Market,129,155,146,20.84977172893922,13.349587500901176,64.03989833966355
2023-01-08,Onion,Andhra Pradesh,Guntur,Guntur Main Market,27,32,30,24.321075495860576,6.985229998878777,46.93332344884141
2023-01-08,Cabbage,Telangana,Nizamabad,Nizamabad Main Market,16,19,18,21.520079746367934,16.875545546158513,63.49811901292111
2023-01-09,Apple,Tamil Nadu,Coimbatore,Coimbatore Main Market,96,125,110,21.015413723107855,17.377601592034008,54.74394252707108
2023-01-09,Mango,Telangana,Hyderabad,Hyderabad Main Market,70,84,75,19.852767341849063,7.389290248529015,57.523789343225786
2023-01-09,Onion,Telangana,Medchal,Medchal Main Market,25,33,29,27.97381083089191,19.402574962353256,42.956135945010715
2023-01-09,Tomato,Andhra Pradesh,Guntur,Guntur Main Market,25,32,29,22.591928645748,2.7383929842612686,45.40297641640723
2023-01-09,Mango,Andhra Pradesh,Krishna,Krishna Main Market,75,96,87,20.567394083385427,7.332589643041998,60.126799293626846
2023-01-09,Potato,Tamil Nadu,Coimbatore,Coimbatore Main Market,20,23,22,20.011118137328676,15.111303264620474,58.804841339115555
2023-01-09,Banana,Maharashtra,Nagpur,Nagpur Main Market,34,42,38,15.168767622553462,1.8103376319080944,53.2935692623754
2023-01-09,Potato,Andhra Pradesh,Visakhapatnam,Visakhapatnam Main Market,17,22,20,23.704374724682502,8.276349133288115,59.09357567533703
2023-01-09,Cabbage,Tamil Nadu,Madurai,Madurai Main Market,15,19,18,17.63053850577078,18.474581362820807,51.88727512496093
2023-01-09,Brinjal,Maharashtra,Pune,Pune Main Market,33,40,37,19.870918878164,8.627633539181803,69.20741290842753
2023-01-09,Carrot,Tamil Nadu,Madurai,Madurai Main Market,29,37,34,26.532178110456904,14.558631822003406,41.452762525973256
2023-01-09,Brinjal,Andhra Pradesh,Visakhapatnam,Visakhapatnam Main Market,24,29,27,27.954541631401504,5.483190371132258,52.978195464946864
2023-01-10,Tomato,Karnataka,Mysore,Mysore Main Market,19,24,21,17.385357131215084,18.109804756554105,42.44239561419531
2023-01-10,Onion,Karnataka,Mangalore,Mangalore Main Market,28,33,31,16.996377814510847,10.19020268859589,52.12911368683396
2023-01-10,Potato,Telangana,Hyderabad,Hyderabad Main Market,17,22,21,20.610354448413,0.17992794913273658,41.373532807621714
2023-01-10,Apple,Maharashtra,Aurangabad,Aurangabad Main Market,116,135,126,15.143065494977455,2.1961128282569975,67.53169140490039
2023-01-10,Onion,Tamil Nadu,Chennai,Chennai Main Market,23,29,27,19.98720116117677,16.173364751151894,48.84391472473919
2023-01-10,Brinjal,Maharashtra,Aurangabad,Aurangabad Main Market,23,27,25,17.107819674821673,10.606745426476468,58.36327384660915
2023-01-10,Apple,Andhra Pradesh,West Godavari,West Godavari Main Market,134,162,153,19.624389058370326,19.44870963687095,65.64754555785282
2023-01-10,Banana,Andhra Pradesh,Guntur,Guntur Main Market,41,53,47,21.934842358181275,9.610900251469674,68.49328433385708
2023-01-11,Tomato,Tamil Nadu,Chennai,Chennai Main Market,20,26,23,27.744918821289474,12.10214106772954,53.578754299310305
2023-01-11,Potato,Karnataka,Hubli,Hubli Main Market,17,20,19,19.489956341178438,0.29597815693296337,66.58129494332034
2023-01-11,Brinjal,Andhra Pradesh,Krishna,Krishna Main Market,29,36,33,20.641807307680125,3.1771482995547284,54.51462133188447
2023-01-11,Mango,Maharashtra,Nashik,Nashik Main Market,94,114,101,17.33167494638156,8.891243799677117,46.416085378018245
2023-01-11,Mango,Tamil Nadu,Chennai,Chennai Main Market,63,77,68,17.24107534155022,11.700863998206053,46.726135033933474
2023-01-11,Tomato,Maharashtra,Aurangabad,Aurangabad Main Market,21,26,25,15.498675165278225,14.743901389480225,47.784470355734044
2023-01-11,Cabbage,Telangana,Nizamabad,Nizamabad Main Market,18,21,20,27.502616242337353,19.47447222488683,54.027755600303486
2023-01-12,Cabbage,Andhra Pradesh,East Godavari,East Godavari Main Market,17,21,20,20.19068892553141,14.941251489635285,41.519500668046334
2023-01-12,Mango,Telangana,Medchal,Medchal Main Market,72,87,77,21.4328937697685,19.561296602079427,50.654440741550864
2023-01-12,Tomato,Maharashtra,Mumbai,Mumbai Main Market,28,35,31,27.738065446782784,1.7760761043367657,66.10538779978629
2023-01-12,Onion,Maharashtra,Pune,Pune Main Market,30,36,34,19.524817923126626,1.5933150864306023,69.06187198034075
2023-01-12,Mango,Maharashtra,Aurangabad,Aurangabad Main Market,58,73,64,15.846174375039608,0.338867071866229,55.73637016262982
2023-01-13,Apple,Maharashtra,Mumbai,Mumbai Main Market,129,164,144,16.53292341386588,1.4047112079087376,53.48493022549526
2023-01-13,Cabbage,Karnataka,Mangalore,Mangalore Main Market,13,17,16,27.342624294696662,12.800961584955813,67.48060797071155
2023-01-13,Tomato,Maharashtra,Nashik,Nashik Main Market,23,28,26,23.688002867796833,1.9068361635869469,42.75592161780861
2023-01-13,Banana,Karnataka,Hubli,Hubli Main Market,30,35,32,22.373681507518267,12.696707941500714,47.19724059891076
2023-01-13,Carrot,Karnataka,Belgaum,Belgaum Main Market,24,31,29,16.973353228752757,19.31989878903112,44.88868682362961
2023-01-13,Carrot,Tamil Nadu,Chennai,Chennai Main Market,30,34,32,22.178564287577395,5.238777032467558,43.31190161072816
2023-01-13,Onion,Tamil Nadu,Salem,Salem Main Market,32,39,36,15.310607677724942,3.4937831212034265,43.42629236609765
2023-01-13,Banana,Karnataka,Belgaum,Belgaum Main Market,32,39,35,23.343423521133147,15.977969285796064,40.34281858242562
2023-01-13,Brinjal,Karnataka,Mysore,Mysore Main Market,31,38,34,20.672284059480944,7.21704513641912,48.10796454051894
2023-01-14,Tomato,Maharashtra,Nashik,Nashik Main Market,21,26,25,20.628202243354785,7.166653997634478,50.45494028135241
2023-01-14,Cabbage,Tamil Nadu,Coimbatore,Coimbatore Main Market,18,21,20,16.777814163485065,10.909955235911706,60.436171585391534
2023-01-15,Carrot,Tamil Nadu,Chennai,Chennai Main Market,38,45,41,15.62279751830233,8.329858743079377,62.45051144364483
2023-01-15,Apple,Tamil Nadu,Tiruchirappalli,Tiruchirappalli Main Market,96,117,103,20.153343404266675,13.033618537646934,40.68793845047317
2023-01-15,Cabbage,Tamil Nadu,Tiruchirappalli,Tiruchirappalli Main Market,13,17,16,16.418069882567686,13.507407050464078,49.09727513025159
2023-01-15,Potato,Maharashtra,Nagpur,Nagpur Main Market,16,18,17,26.437300982574186,1.292513964379849,60.40141879081713
2023-01-16,Onion,Telangana,Medchal,Medchal Main Market,31,41,37,20.240102582595483,11.841854642573374,54.99722718463052
2023-01-16,Banana,Tamil Nadu,Tiruchirappalli,Tiruchirappalli Main Market,34,45,40,20.427544328349008,12.014777365576757,47.34528905389647
2023-01-16,Tomato,Andhra Pradesh,Visakhapatnam,Visakhapatnam Main Market,24,28,26,25.08560689066049,0.6608132482277784,55.92440399006102
2023-01-16,Mango,Andhra Pradesh,Visakhapatnam,Visakhapatnam Main Market,59,71,67,20.229165880448118,7.2546180252261205,66.80461799953804
2023-01-16,Carrot,Maharashtra,Nagpur,Nagpur Main Market,32,41,37,26.21457618839275,3.2636871141757573,41.83532417748532
2023-01-16,Apple,Andhra Pradesh,West Godavari,West Godavari Main Market,91,116,106,19.919511538579414,18.66661969979653,66.08857129094844
2023-01-16,Mango,Andhra Pradesh,Visakhapatnam,Visakhapatnam Main Market,76,90,82,27.310013888335842,1.148822885954719,49.770409792575435
2023-01-16,Tomato,Tamil Nadu,Chennai,Chennai Main Market,24,30,28,18.224415843262506,4.182478254985281,56.4944024493793
2023-01-17,Apple,Maharashtra,Nagpur,Nagpur Main Market,118,140,131,18.379526741485865,18.90929865899996,62.86829576716592
2023-01-17,Brinjal,Maharashtra,Pune,Pune Main Market,25,31,29,19.99865559868791,7.472863153467497,56.836999843526
2023-01-17,Potato,Karnataka,Mangalore,Mangalore Main Market,21,26,23,24.462596294151034,14.826553574951493,40.76062969806191
2023-01-17,Potato,Telangana,Nizamabad,Nizamabad Main Market,21,27,24,18.46906531409629,10.414970307305138,62.708369102596286
2023-01-17,Mango,Tamil Nadu,Madurai,Madurai Main Market,68,77,73,23.865982142207557,16.81328536849087,41.343248692477225
2023-01-17,Potato,Maharashtra,Nagpur,Nagpur Main Market,22,26,25,16.049756658680085,10.790241096530755,55.57331266983315
2023-01-17,Tomato,Andhra Pradesh,East Godavari,East Godavari Main Market,21,26,25,19.688578194964435,19.91865241409933,64.80853849040557
2023-01-17,Brinjal,Telangana,Ranga Reddy,Ranga Reddy Main Market,33,41,36,15.115608492152287,9.478142294540694,58.126260377452795
2023-01-17,Mango,Telangana,Warangal,Warangal Main Market,61,73,68,23.341743458414506,19.89934362149399,42.485990249459526
2023-01-17,Carrot,Maharashtra,Nagpur,Nagpur Main Market,29,36,32,21.278693013896472,3.323050290919969,56.3340230007743
2023-01-18,Banana,Andhra Pradesh,West Godavari,West Godavari Main Market,39,50,45,26.83559321084472,5.852247172485101,46.004687920918926
2023-01-18,Carrot,Karnataka,Bangalore Urban,Bangalore Urban Main Market,31,37,35,17.83558720674884,15.345990938167906,65.58819390816214
2023-01-18,Mango,Tamil Nadu,Tiruchirappalli,Tiruchirappalli Main Market,81,90,86,16.74646469585407,0.2435419578996112,66.05969554907925
2023-01-18,Brinjal,Telangana,Ranga Reddy,Ranga Reddy Main Market,26,31,28,18.939277229730855,15.616999621450462,58.501972061480586
2023-01-18,Mango,Karnataka,Mangalore,Mangalore Main Market,82,103,94,21.902014935560718,18.06954635330011,42.9389852210342
2023-01-18,Banana,Karnataka,Mysore,Mysore Main Market,35,42,40,20.862945753164674,14.932252977983204,69.75066847811914
2023-01-18,Cabbage,Karnataka,Belgaum,Belgaum Main Market,14,17,16,23.64523723139951,8.079769261258269,46.42233438223499
2023-01-19,Cabbage,Andhra Pradesh,Krishna,Krishna Main Market,16,20,19,25.825627290024833,10.401128701921774,40.48671756627752
2023-01-19,Carrot,Maharashtra,Pune,Pune Main Market,38,48,45,23.862757035227904,1.782604938531407,59.208054202986865
2023-01-19,Carrot,Andhra Pradesh,East Godavari,East Godavari Main Market,33,41,38,16.40198575179935,6.625893998692796,51.32350827663705
2023-01-19,Potato,Maharashtra,Pune,Pune Main Market,16,20,19,23.850720438028727,2.3362040551508834,56.243115047346016
2023-01-19,Banana,Telangana,Hyderabad,Hyderabad Main Market,43,56,50,19.128794901960816,1.823511559414328,65.87997950898765
2023-01-19,Banana,Karnataka,Belgaum,Belgaum Main Market,43,55,49,26.476763443008707,18.6603176745613,63.61818966168548
2023-01-20,Onion,Tamil Nadu,Tiruchirappalli,Tiruchirappalli Main Market,27,31,29,24.41173622842605,5.492857193063934,59.32461970895844
2023-01-20,Carrot,Andhra Pradesh,West Godavari,West Godavari Main Market,30,37,33,18.18307737874587,6.042417464577625,43.65878851413101
2023-01-20,Potato,Andhra Pradesh,Krishna,Krishna Main Market,21,27,25,27.8045120098745,4.774581956007995,64.54843124444645
2023-01-20,Mango,Karnataka,Belgaum,Belgaum Main Market,75,90,81,19.087521637107397,14.112977431906437,64.63953259876963
2023-01-20,Mango,Telangana,Ranga Reddy,Ranga Reddy Main Market,75,86,80,19.659542193112856,9.514506162130482,51.311514024881404
2023-01-20,Cabbage,Karnataka,Bangalore Urban,Bangalore Urban Main Market,17,22,21,27.286960455466865,3.208234587069372,58.41660107240517
2023-01-21,Brinjal,Andhra Pradesh,Krishna,Krishna Main Market,30,37,33,16.093429298598203,13.89300102856393,42.31355193981407
2023-01-21,Brinjal,Karnataka,Bangalore Urban,Bangalore Urban Main Market,25,28,27,27.972692366894766,17.03974077920981,40.549142916700056
2023-01-21,Mango,Telangana,Medchal,Medchal Main Market,84,101,94,22.377708037682126,19.037082439802845,43.38627159081213
2023-01-21,Cabbage,Tamil Nadu,Salem,Salem Main Market,19,24,22,19.20948567474385,17.34847025135919,64.15191781322565
2023-01-21,Brinjal,Telangana,Ranga Reddy,Ranga Reddy Main Market,26,32,28,24.539323806618572,12.895968736120164,47.283393936542794
2023-01-21,Brinjal,Tamil Nadu,Tiruchirappalli,Tiruchirappalli Main Market,33,37,36,25.21093836563059,4.789649136028416,41.0047231784246
2023-01-21,Potato,Maharashtra,Mumbai,Mumbai Main Market,15,20,18,22.18273727140822,19.25072677102237,62.13503237683685
2023-01-21,Mango,Maharashtra,Nagpur,Nagpur Main Market,66,84,74,27.522329935904143,15.219783666880964,60.01860034011425
2023-01-21,Mango,Maharashtra,Nagpur,Nagpur Main Market,68,79,72,24.458886373786484,8.888404303317813,49.91933887878987
2023-01-21,Brinjal,Maharashtra,Mumbai,Mumbai Main Market,29,35,33,23.772432326782404,5.823562855271298,69.05518944937178
2023-01-21,Onion,Tamil Nadu,Tiruchirappalli,Tiruchirappalli Main Market,32,41,36,27.696426174758674,1.4820751894246253,51.74735580843239
2023-01-21,Potato,Tamil Nadu,Tiruchirappalli,Tiruchirappalli Main Market,17,21,19,21.22457732918312,18.093329023164,54.54090203430697
2023-01-22,Brinjal,Telangana,Ranga Reddy,Ranga Reddy Main Market,26,33,30,19.043423548636103,19.364352069499454,45.50086021803139
2023-01-22,Cabbage,Maharashtra,Aurangabad,Aurangabad Main Market,20,25,23,15.03788592968328,5.639002080072768,57.47934716566694
2023-01-22,Tomato,Tamil Nadu,Coimbatore,Coimbatore Main Market,20,24,22,16.567155567598686,8.427700985776971,62.59421182493409
2023-01-22,Tomato,Tamil Nadu,Tiruchirappalli,Tiruchirappalli Main Market,26,33,29,25.31600390986806,7.861551521440127,67.950117643695
2023-01-22,Tomato,Telangana,Warangal,Warangal Main Market,25,29,27,18.073290139842427,9.412073011492872,64.23338914264566
2023-01-22,Apple,Karnataka,Hubli,Hubli Main Market,107,124,116,26.92146968092646,8.581098515821573,65.31984225238517
2023-01-22,Carrot,Tamil Nadu,Coimbatore,Coimbatore Main Market,40,45,43,25.156505036606557,18.46964882715919,66.23211677555972
2023-01-22,Mango,Tamil Nadu,Coimbatore,Coimbatore Main Market,84,112,99,20.23951917676698,8.184062328289576,68.31559167773453
2023-01-22,Mango,Andhra Pradesh,Krishna,Krishna Main Market,72,93,83,27.579615440318747,13.625145279473118,62.02503301990709
2023-01-22,Apple,Andhra Pradesh,Guntur,Guntur Main Market,93,105,100,22.70149712144205,18.39158538167849,66.10594516687132
2023-01-23,Cabbage,Maharashtra,Mumbai,Mumbai Main Market,17,18,18,22.94456338633763,4.450368842962149,42.63058489904808
2023-01-23,Potato,Telangana,Nizamabad,Nizamabad Main Market,20,24,23,19.42818993549941,0.8178232349497838,55.606545805677115
2023-01-23,Potato,Andhra Pradesh,East Godavari,East Godavari Main Market,20,25,23,19.30024058036114,4.406036888679323,53.659202169557474
2023-01-23,Tomato,Maharashtra,Nashik,Nashik Main Market,24,31,27,22.29054957000227,6.954218401012458,54.82967543070933
2023-01-23,Apple,Tamil Nadu,Coimbatore,Coimbatore Main Market,85,106,98,22.920905454487666,16.987941572733078,55.93635525578356
2023-01-24,Carrot,Telangana,Medchal,Medchal Main Market,41,50,44,24.771111712993147,9.38144167545844,52.3729277391091
2023-01-24,Cabbage,Karnataka,Bangalore Urban,Bangalore Urban Main Market,20,24,23,19.204893573086668,0.8770986592541541,48.02639255426125
2023-01-24,Brinjal,Tamil Nadu,Chennai,Chennai Main Market,32,38,35,18.045050913673478,0.3290556547242329,57.02180047239145
2023-01-24,Banana,Maharashtra,Mumbai,Mumbai Main Market,35,41,39,16.214217363843026,19.603733664770665,51.04840931560503
2023-01-24,Onion,Andhra Pradesh,East Godavari,East Godavari Main Market,23,28,27,17.85412824324787,18.626859558361666,54.80512354791777
2023-01-25,Mango,Telangana,Warangal,Warangal Main Market,91,104,99,15.521957442422874,11.652776143840676,46.33973302971802
2023-01-25,Mango,Karnataka,Mangalore,Mangalore Main Market,66,80,75,26.20937179209044,19.064496256107855,41.492385095899195
2023-01-25,Tomato,Andhra Pradesh,East Godavari,East Godavari Main Market,22,27,25,17.63440977703008,19.065292823952,42.980239192802344
2023-01-25,Carrot,Maharashtra,Nashik,Nashik Main Market,40,47,43,21.972417866145786,10.229316260248973,68.97787586732926
2023-01-25,Brinjal,Maharashtra,Aurangabad,Aurangabad Main Market,28,36,33,18.810436331761462,9.457397787042584,41.824740572491315
2023-01-25,Apple,Tamil Nadu,Chennai,Chennai Main Market,91,116,107,23.99587019868642,3.5412046097159067,69.87170304233
2023-01-25,Apple,Maharashtra,Nashik,Nashik Main Market,121,153,134,19.627402220207596,13.049190524515398,57.247842066232124
2023-01-25,Onion,Maharashtra,Nagpur,Nagpur Main Market,24,30,27,19.63520974399418,5.06985920193223,53.798115551626175
2023-01-25,Potato,Tamil Nadu,Tiruchirappalli,Tiruchirappalli Main Market,17,21,20,24.11098061410646,19.009967255668183,40.551798881709644
2023-01-25,Tomato,Andhra Pradesh,West Godavari,West Godavari Main Market,18,22,20,24.94022330456555,3.5224806558541766,45.078531679357745
2023-01-26,Cabbage,Andhra Pradesh,East Godavari,East Godavari Main Market,18,21,20,21.01044977048275,4.692696982173159,67.3806767410036
2023-01-26,Onion,Telangana,Ranga Reddy,Ranga Reddy Main Market,29,34,32,19.426837961228703,0.48923304359243636,43.019770123424955
2023-01-26,Potato,Karnataka,Mysore,Mysore Main Market,16,21,19,17.25655668613705,14.493819517404326,65.75633539895442
2023-01-26,Potato,Andhra Pradesh,West Godavari,West Godavari Main Market,19,24,21,23.585751036537083,19.92007665567175,55.410252647183164
2023-01-26,Potato,Tamil Nadu,Salem,Salem Main Market,18,22,21,17.671094336417724,1.1946069537994553,42.64586083462808
2023-01-26,Carrot,Andhra Pradesh,Visakhapatnam,Visakhapatnam Main Market,33,40,37,19.73641899820469,7.118399429558801,50.78862027453251
2023-01-27,Brinjal,Andhra Pradesh,East Godavari,East Godavari Main Market,29,36,32,21.993808557036097,15.754023324475613,60.85850184912495
2023-01-27,Tomato,Tamil Nadu,Salem,Salem Main Market,24,28,26,21.302299916368696,2.5380146325790176,66.83453359383296
2023-01-27,Brinjal,Maharashtra,Pune,Pune Main Market,29,35,32,21.773829056219725,2.5177990067451406,55.91939950595376
2023-01-27,Potato,Andhra Pradesh,West Godavari,West Godavari Main Market,19,23,22,25.341333016206903,14.168688663037962,53.18664114132368
2023-01-27,Apple,Telangana,Ranga Reddy,Ranga Reddy Main Market,100,122,110,17.02821288280535,8.728918810074425,55.15132064597076
2023-01-27,Banana,Karnataka,Hubli,Hubli Main Market,30,37,34,27.944970696953987,18.966482963528758,47.24094765585159
2023-01-27,Cabbage,Andhra Pradesh,Guntur,Guntur Main Market,19,23,22,21.716917864610764,2.3907070453485035,48.0794088335772
2023-01-27,Mango,Tamil Nadu,Coimbatore,Coimbatore Main Market,87,103,94,16.042775244293743,6.976478781883184,47.200202630292154
2023-01-27,Mango,Telangana,Ranga Reddy,Ranga Reddy Main Market,72,85,79,19.946202046201115,1.0803839890041123,50.50592493081177
2023-01-28,Apple,Karnataka,Hubli,Hubli Main Market,117,152,135,26.96925140751985,19.990216677516884,48.22289865088508
2023-01-28,Mango,Telangana,Ranga Reddy,Ranga Reddy Main Market,69,82,75,21.391730239083998,10.38251336285261,60.36593597669048
2023-01-28,Brinjal,Karnataka,Belgaum,Belgaum Main Market,24,31,28,25.571047996081617,6.374520289674641,54.119067266767686
2023-01-28,Potato,Karnataka,Bangalore Urban,Bangalore Urban Main Market,15,18,16,17.72915394834641,5.032140661213067,50.47326909036057
2023-01-28,Banana,Karnataka,Mysore,Mysore Main Market,32,39,34,17.613337421584855,1.8725466889038933,51.6556321902182
2023-01-28,Onion,Maharashtra,Aurangabad,Aurangabad Main Market,33,38,35,26.680695782558992,11.066182313604527,46.260300588595115
2023-01-29,Potato,Maharashtra,Pune,Pune Main Market,17,22,20,19.349871220091106,9.501380427482626,57.00848523371445
2023-01-29,Apple,Andhra Pradesh,East Godavari,East Godavari Main Market,114,138,129,24.8704177596102,9.03737331793598,63.65155991496997
2023-01-29,Brinjal,Andhra Pradesh,Guntur,Guntur Main Market,30,36,33,19.771950961183368,4.0160251198168595,53.42616617409391
2023-01-29,Tomato,Andhra Pradesh,West Godavari,West Godavari Main Market,22,27,24,18.574656997309617,4.271812737469876,59.318752324516964
2023-01-29,Brinjal,Andhra Pradesh,Visakhapatnam,Visakhapatnam Main Market,25,32,28,26.303688835946083,12.947644936322805,62.51371018419302
2023-01-30,Onion,Karnataka,Belgaum,Belgaum Main Market,31,37,34,24.458961083862548,3.2535913661042293,64.41320235578014
2023-01-30,Carrot,Telangana,Nizamabad,Nizamabad Main Market,25,31,29,25.539311141851144,4.242105977519451,59.04398031990613
2023-01-30,Carrot,Telangana,Medchal,Medchal Main Market,30,36,35,15.850377543027289,13.63773190346291,50.32950516953058
2023-01-30,Onion,Maharashtra,Nagpur,Nagpur Main Market,24,30,27,24.649299451305502,4.021442867317669,62.03941151159344
